Up to date
A,D,B0,B1,B2,Root,Y
170580519875061278479/100000000000000000000,35233607502251439191295821635709/100000000000000000000,13312566199174371187995824686319/100000000000000000000,416072232405093075703647177223/5000000000000000000,844007001617982057600223470441/20000000000000000000,25664965433522943243434977354867/100000000000000000000,3602122978457/100000000000000000000
378577966310497115761/100000000000000000000,12519202168854429007964512878487/50000000000000000000,819433611914508235205058480393/4000000000000000000,18788300525077099824963798423843/100000000000000000000,11709757626687277846657931515527/100000000000000000000,5094089337126857576018585030673/10000000000000000000,7669444530973/25000000000000000000
8729471417354510587/12500000000000000000,3259981018840386096816243106913/100000000000000000000,26639506678915612836043677703/160000000000000000,82186350193656841395402000333/10000000000000000000,25520145828451105729392462193/400000000000000000,20767738815721660313100704319953/100000000000000000000,14252886957/2500000000000000000
25254139885922716153/25000000000000000000,31166278222556226269638711746561/100000000000000000000,13119809263520180304453708690559/100000000000000000000,2950908000533187975074635574843/50000000000000000000,685335212397284983761983046549/20000000000000000000,5511846737124248504576180516409/25000000000000000000,2905868827223/100000000000000000000
31166271086476760921/20000000000000000000,47701971257679284150889217037969/100000000000000000000,15562609143170870486518366571009/100000000000000000000,1095830124409503210241051710003/10000000000000000000,6214921347012281760721415234997/50000000000000000000,19461370704617287040990233715121/50000000000000000000,18540386785923/100000000000000000000
252710535912339832569/50000000000000000000,2729106292548427370428568991331/10000000000000000000,5413037095789717599086687914527/50000000000000000000,14169272619614055318623875320677/100000000000000000000,208115389671518860183511506979/50000000000000000000,12072020804093764536535407819247/50000000000000000000,130865604193/25000000000000000000
85274376299806151289/100000000000000000000,5649904284332132342584966692901/25000000000000000000,914109612669369597129069838917/10000000000000000000,2462917763512957225244429114817/100000000000000000000,869396941705385494476458750661/4000000000000000000,31478395959805619156932406700663/100000000000000000000,1555975077907/100000000000000000000
60345668960607813843/50000000000000000000,13416137172105049002281081050297/50000000000000000000,2242910023370638226046821362623/20000000000000000000,4387505804705614702643835650461/25000000000000000000,228228271778003888308059053667/1250000000000000000,23464456067791250548003039185877/50000000000000000000,13473059428087/50000000000000000000
9957672726198795897/10000000000000000000,7078642480715232228934499764669/50000000000000000000,15102390407440159319119545702463/100000000000000000000,1469927650549184805382752752941/25000000000000000000,14108298822656445464172897273087/100000000000000000000,34775662497039552151149138520101/100000000000000000000,3218778933129/100000000000000000000
457793945885789666317/100000000000000000000,3932788231296458977924663933597/12500000000000000000,104808951859624939419513603609/625000000000000000,31319113559795754719820710561077/100000000000000000000,7763798012220881512977735837169/100000000000000000000,55599907490769039718512470456179/100000000000000000000,2188087726679/20000000000000000000
103383383711940645667/50000000000000000000,38293922112487755977579459806697/100000000000000000000,14504961836956989392179075998667/100000000000000000000,9355290531033880246470697961/100000000000000000000,251745637230415178607475637637/50000000000000000000,1119196376060191857504518045053/20000000000000000000,10436077017/50000000000000000000
186652539555119412701/100000000000000000000,21003848009596468092798324711847/100000000000000000000,3126868269915281137084423047397/100000000000000000000,205675219406501721497604074387/1250000000000000000,20124497918556673380387689618739/100000000000000000000,38858134166348579281004152947429/100000000000000000000,793609204209/10000000000000000000
305378213421511649919/100000000000000000000,11574318283235449368408260189649/50000000000000000000,130540871457033884362338501979/4000000000000000000,10748181345453758482452093679203/50000000000000000000,5228137157914601605073313746731/100000000000000000000,588531821536206972049035729253/2000000000000000000,3868525945743/100000000000000000000
19703382606090873679/25000000000000000000,1990685724382512655681444040391/5000000000000000000,13479873234237787533967693461811/100000000000000000000,9116548722907393618400815291553/50000000000000000000,3684578385163905255974683082771/50000000000000000000,38738472655663747587037291515127/100000000000000000000,4170534006877/100000000000000000000
81469381584684611279/100000000000000000000,808639564105541234790818520309/6250000000000000000,1919068807901761708434470978257/25000000000000000000,11313190458463080742948535756593/50000000000000000000,8088207855544087681788375520949/50000000000000000000,45904846750356616540580497680693/100000000000000000000,4359216056779/50000000000000000000
110212773146452045733/100000000000000000000,1068171204782381389964929669531/25000000000000000000,29342033098259258956908206897947/100000000000000000000,618020041442868194568076082939/4000000000000000000,112339873122068756243714349931/800000000000000000,7313742954795073023048065025703/12500000000000000000,1585686055321/6250000000000000000
26335016439074509993/12500000000000000000,3532561640801751472730138409309/25000000000000000000,328789829763357549335095041591/5000000000000000000,379389979712771331548324389021/4000000000000000000,2147159011716201404097611415069/25000000000000000000,24634608023133827018732897156347/100000000000000000000,237916465271/2500000000000000000
7959411771078682827/2500000000000000000,27688886394388608164732499631651/100000000000000000000,4737728407651830568417735869531/50000000000000000000,15774141958540251711371057390057/100000000000000000000,14976743851793420700349500105843/100000000000000000000,40191655410021716757497930254341/100000000000000000000,41708819382943/100000000000000000000
142010717417553497049/100000000000000000000,9253814224831049574926696157593/50000000000000000000,17840419332341101696965849944671/100000000000000000000,6699958399616759986673503153361/100000000000000000000,3068464767329544874320267710057/20000000000000000000,19809144752363905691511178348909/50000000000000000000,7392278512927/50000000000000000000
11828772689294892203/4000000000000000000,52098863817361569960998976293/10000000000000000000,1505559819550035447188775020819/12500000000000000000,19948933329192382097972240287091/100000000000000000000,4558848279412168028045568033531/100000000000000000000,36273427062157958721087725550321/100000000000000000000,2615288426691/20000000000000000000
328000946601630385497/100000000000000000000,7370599694229370718519058988703/100000000000000000000,117465908094367658495510123783/4000000000000000000,5577335914670985974371279167561/50000000000000000000,16297795348580621061413078261669/100000000000000000000,30086942083256317102754038742027/100000000000000000000,11262774523/25000000000000000000
126939234656813277379/100000000000000000000,7180165126669748104587496987141/100000000000000000000,6331133481126322553436270865849/100000000000000000000,5057348833768762839562179356469/100000000000000000000,8149976797628911897082041482413/50000000000000000000,3416324225622663311840105141253/12500000000000000000,1238015119433/25000000000000000000
58522147703264239373/20000000000000000000,3412539654882401265415743461243/10000000000000000000,5339209513874902642653758448361/50000000000000000000,1818186967621260446621595327999/12500000000000000000,1069979176012965195935778318901/20000000000000000000,15236520920802316138115967789739/50000000000000000000,649457211801/100000000000000000000
13371875404524242037/20000000000000000000,31359909106446688384082088579369/100000000000000000000,1524752572651581030744093642447/50000000000000000000,7402112019038829008203505579417/50000000000000000000,13722138314290699129652088853819/100000000000000000000,30423772493368845211157088996337/100000000000000000000,3334312585919/100000000000000000000
257291961804483969089/100000000000000000000,23476754578646612462557127196887/100000000000000000000,11636093146194438017574786382181/100000000000000000000,17014821660422501677633605902009/100000000000000000000,4474646290151441830415328076693/100000000000000000000,32894471989252394858863213211893/100000000000000000000,3940625950511/20000000000000000000
35066653258828155133/20000000000000000000,49517994385089808873193149890041/100000000000000000000,1563633858934872533232058381257/10000000000000000000,171547613601764120717305291023/4000000000000000000,701832411694167625068762917239/6250000000000000000,15431794040766928093100278133419/50000000000000000000,994652606469/25000000000000000000
223674833504778081367/100000000000000000000,1341608081569845388066405881859/12500000000000000000,5985507031647299530493797190763/25000000000000000000,9367722407307475862481872683971/100000000000000000000,7623461636582087255177321939017/100000000000000000000,2031431879263937232967915710349/5000000000000000000,791689594987/12500000000000000000
13347609769438292441/12500000000000000000,296425777895409315684718346671/3125000000000000000,74802128395185474455908810471/10000000000000000000,4151997030155691532523871921241/20000000000000000000,1615819992250939542728638545093/20000000000000000000,6471697853308924619215480218449/25000000000000000000,116735057567/20000000000000000000
66270686768689384993/50000000000000000000,9336814143678914346761573482593/100000000000000000000,2556047147921198001283694018877/50000000000000000000,203034550990432185564887607241/12500000000000000000,7450418924883776980104331573011/50000000000000000000,1034205766268220191864919939593/5000000000000000000,63222645359/50000000000000000000
143237873915665255711/100000000000000000000,623797389346147598914799986247/100000000000000000000,961932784360780059227807571177/50000000000000000000,149609554558715733846677360547/1000000000000000000,5461866368439151557984992508181/100000000000000000000,2697864282697641271852861687553/12500000000000000000,2848169246817/100000000000000000000
126520463376045334967/50000000000000000000,1856344915509075556563572817327/4000000000000000000,22145493156096032535529404634679/100000000000000000000,18344556124831508228485278246747/100000000000000000000,1020215857169288652577773625441/50000000000000000000,5155261763436857672387217405603/12500000000000000000,494407381293/4000000000000000000
157504802673893582443/100000000000000000000,6684813620291204048335663022807/20000000000000000000,9955909305137726706016440309221/100000000000000000000,2918593080765162513541471894781/100000000000000000000,144368964274261842796263762881/100000000000000000000,53119578651657407830391148687/500000000000000000,26062890869/25000000000000000000
2934406957320946769/3125000000000000000,8533696687774880937989754827343/25000000000000000000,11879082032398595057019235451629/100000000000000000000,28919496485437265315544792859619/100000000000000000000,19739395863564781133102481960899/100000000000000000000,60098186293102757848691449518519/100000000000000000000,2661089809451/50000000000000000000
300233399193593250809/100000000000000000000,290560145033781469150004477881/5000000000000000000,3042435921967122101592140752373/20000000000000000000,559546140011124094488928444257/5000000000000000000,9052787939430622986946821379921/100000000000000000000,7085193678537697435493059582551/20000000000000000000,771385858963/2500000000000000000
371659075036260614191/100000000000000000000,1501892134021885544246276959917/5000000000000000000,13217148355427669130078298790049/100000000000000000000,5165642756811811915132658121469/25000000000000000000,781187101752695607649812991139/50000000000000000000,3455337433238900999845069874859/10000000000000000000,5240776485493/100000000000000000000
202279205117802187103/100000000000000000000,12457123625259161981615113665043/100000000000000000000,7405704709465496549294770144963/50000000000000000000,7233615592012249678781461953371/50000000000000000000,4138900894056553952568221178597/25000000000000000000,45830058965215518362682163887951/100000000000000000000,10351030575909/100000000000000000000
489316379516990895717/100000000000000000000,2600400168816347218550703140197/100000000000000000000,3682553572967945705233278926013/25000000000000000000,4048367715556303741112146114759/25000000000000000000,5933784350513696802795706657041/50000000000000000000,10695823090707179692364765376193/25000000000000000000,43595317113983/100000000000000000000
29451742161290484941/50000000000000000000,490589267719755058483030273241/50000000000000000000,21961377816494003823418004642187/100000000000000000000,15603261048358164933203122531/200000000000000000,4255971858490285649392015041441/50000000000000000000,37480427792759029188896839837523/100000000000000000000,1515345663791/50000000000000000000
94013295577350315487/25000000000000000000,5529685841793784649598408841201/100000000000000000000,4583024730384765125397442963467/50000000000000000000,3422244063692775363530499417879/25000000000000000000,5749823063681211509013736432189/25000000000000000000,22875551926015570185630394011843/50000000000000000000,11453613716427/25000000000000000000
39033824873720702187/25000000000000000000,9689174861298909654026580991571/100000000000000000000,3055843553645763850962303676269/50000000000000000000,832177737908012801222998487/1250000000000000000,38070501827816252350032517647/2000000000000000000,1273553759731997647978101189407/20000000000000000000,1684818611/12500000000000000000
190336259206954010489/100000000000000000000,756185163357149932560953009297/3125000000000000000,18126911551594749443765747639317/100000000000000000000,11607801142085789914650844791223/100000000000000000000,5434633224852648882777102764189/50000000000000000000,1013539338264855351489759180059/2500000000000000000,2723867293131/25000000000000000000
413710648184531405943/100000000000000000000,2962043413309985556214624472229/25000000000000000000,5689559019334181284057239081093/25000000000000000000,131676207747244141589100801321/6250000000000000000,19961495844833198814205454715377/100000000000000000000,21964827086360308974117467220567/50000000000000000000,5138939435531/25000000000000000000
43852134669675392201/20000000000000000000,1667585446378162793319685617023/12500000000000000000,11374018329688171417066737960673/100000000000000000000,692328813571321725982799476179/3125000000000000000,5658955885327534431277956615331/100000000000000000000,38844739471727489325302481296211/100000000000000000000,15501721453151/100000000000000000000
273737802975561821293/50000000000000000000,19802996165648198007845335769091/100000000000000000000,4660908025753611859515481042423/100000000000000000000,9369710785249095114979278441821/100000000000000000000,2336959318911675720153001741341/50000000000000000000,18681408901082343088809336141261/100000000000000000000,161939381/80000000000000000
17741128606368418617/50000000000000000000,36197516749684370797780152118601/100000000000000000000,7185877464631832291722399013649/100000000000000000000,5912718739859301383302949742521/100000000000000000000,5347356655428059436996714344867/100000000000000000000,147297978522588673118202796317/800000000000000000,1422603246829/100000000000000000000
413329432267227421/5000000000000000000,2672054993123544498176445742311/100000000000000000000,301146710266423451899170837511/10000000000000000000,841456094147433873720075499953/50000000000000000000,6494470355484708395781197333971/100000000000000000000,255939994201746967437559126119/2500000000000000000,412855199/312500000000000000
73921357957577601499/100000000000000000000,57468042425867619233049524550469/100000000000000000000,86189611899547153968241689491/2000000000000000000,9072927594998870315328564644911/100000000000000000000,309303388114794771647652394151/10000000000000000000,16224998593538339389191756749151/100000000000000000000,11992673937/12500000000000000000
244600376262414497871/50000000000000000000,4753900856291512460153193427237/20000000000000000000,10778727847491481049227175746389/100000000000000000000,9855090425551415605016100559101/50000000000000000000,8288308507606941529583270443893/100000000000000000000,38712645903278415113380866426037/100000000000000000000,10625382272313/100000000000000000000
361808857006849313733/100000000000000000000,19323626829149120896562475755161/100000000000000000000,3183456266045613757051603319/24414062500000000,2017060501760424826861996837819/50000000000000000000,328701890276783565604444974357/50000000000000000000,16991115100085518679483308335657/100000000000000000000,1336473345651/100000000000000000000
296272623729454392887/100000000000000000000,36872265544458494920690112940627/100000000000000000000,3096013658332235183621850363701/20000000000000000000,446088118648458474171842140739/20000000000000000000,737724023588182779900666008297/5000000000000000000,15960232632396658949585688700389/50000000000000000000,7335875746821/100000000000000000000
334038401751237923961/100000000000000000000,11449371911059770892454765677/25000000000000000000,193726778345739593930201337839/2000000000000000000,5653519509796177451160770683203/50000000000000000000,1599671547195312975176093481147/20000000000000000000,14491165880843268890796449867827/50000000000000000000,6812463311551/25000000000000000000
42762059686417531151/50000000000000000000,26729222035938505253457508713323/100000000000000000000,2830052235490579342708967015457/25000000000000000000,22626624703319044323820123281489/100000000000000000000,9509811004374820231074208194551/50000000000000000000,52707975513906870666538571862441/100000000000000000000,2515996675973/25000000000000000000
7894267008164915853/100000000000000000000,14218976583095301694234896456529/50000000000000000000,9042802038035240970848502983263/50000000000000000000,607088924077848026395735165537/3125000000000000000,13779958748368659944914597459121/50000000000000000000,32204035429420917883136168534507/50000000000000000000,6641264996043/100000000000000000000
238031176030239597411/50000000000000000000,31854230925436932503339900748447/100000000000000000000,653787978190916974734175641239/4000000000000000000,1336021564493801464670884835061/12500000000000000000,210372677612587867376588375361/12500000000000000000,28306839656002997695188829963689/100000000000000000000,9009555191973/100000000000000000000
74441027183739910531/25000000000000000000,15924791367184544843510354921721/100000000000000000000,8773656196845200073665506477599/50000000000000000000,24933386805459706824786525745559/100000000000000000000,14203638017715665413857016429571/100000000000000000000,28313224382825210652298245437739/50000000000000000000,16197516815491/25000000000000000000
115113777811953004447/100000000000000000000,31802626865284767799592007969361/100000000000000000000,2112756038991784587161190171329/25000000000000000000,9720332723296088904016227881317/100000000000000000000,1501798866892591652556339543079/25000000000000000000,24135655746828411718757547630423/100000000000000000000,4660143578307/100000000000000000000
116615121431055361677/50000000000000000000,24722219695680996030579909014747/50000000000000000000,599523882545593758241035458323/3125000000000000000,1435757087214453189251788141043/12500000000000000000,13537521598448390715600104393007/100000000000000000000,44159827787791198077753591616169/100000000000000000000,12263474924931/100000000000000000000
161218662675850412867/100000000000000000000,1451620879701001934343705943411/20000000000000000000,3530590094152092926708043333927/50000000000000000000,591829175011319347544090247533/5000000000000000000,14079173284283515675328665049619/50000000000000000000,46441259795112525115610291300753/100000000000000000000,24237525131/1562500000000000000
218541511529499388429/100000000000000000000,13485748697647319540575828186029/100000000000000000000,6148664228849291679695685139483/100000000000000000000,5409387345458093004115162651953/25000000000000000000,5364142855594878452267911575087/100000000000000000000,16349502965838614837598863428987/50000000000000000000,1303539303481/12500000000000000000
97872115810337630219/20000000000000000000,30206557505199517246963963360777/100000000000000000000,380401606916431253041019626671/100000000000000000000,1619624327199921322492957176933/25000000000000000000,900819775684776283214494070981/6250000000000000000,1006442001303574365829662937717/5000000000000000000,1789338369907/100000000000000000000
101679834804222052421/20000000000000000000,3377217857905977601020237027317/20000000000000000000,24622057343787838219401127591471/100000000000000000000,7243765978653267695878700942257/100000000000000000000,1359614318729367115271899533591/12500000000000000000,42595202921075861189589466912251/100000000000000000000,2720912365539/100000000000000000000
18259361021409457671/100000000000000000000,17252224776941600003363885166333/50000000000000000000,229954060484899917293022063819/2500000000000000000,360673378874892662645228060589/12500000000000000000,2592321404394222680958087681263/25000000000000000000,21221147164422921510174101701719/100000000000000000000,197059218861/25000000000000000000
344705536391270387553/100000000000000000000,2126798312917118344587495230599/50000000000000000000,443667181571436293952438863871/50000000000000000000,37862563262093058619594330723/3125000000000000000,362756369954582052741266771669/5000000000000000000,4550864586358999126290385798081/50000000000000000000,51065334619/50000000000000000000
78131405413023859377/100000000000000000000,7356845213203333019139887246253/100000000000000000000,3458434650087721381255361720097/20000000000000000000,29141738229268496063724434427153/100000000000000000000,416278118015253564459377315599/2500000000000000000,31403247336284935980132890604049/50000000000000000000,1601363763081/12500000000000000000
38201749469227514717/12500000000000000000,1019763586097563871148211418251/12500000000000000000,5825832226401623991728019919/25000000000000000000,15311913210299501084267414301681/100000000000000000000,10656279345426991994316109678957/100000000000000000000,16797435837071519330704796179269/100000000000000000000,13439117691/10000000000000000000
176508808873722150439/100000000000000000000,2345717803951197742818765573367/20000000000000000000,2674816066349595590492765707987/10000000000000000000,5288078399198705189716184325171/50000000000000000000,63283770671301600156194875343/3125000000000000000,37463309801650933843138856313139/100000000000000000000,6569471014939/100000000000000000000
93916890709703237431/50000000000000000000,12006353191807214328548862458687/20000000000000000000,25170427622763223240805160145129/100000000000000000000,8651548409119782259239841143083/100000000000000000000,331476409444831530909681749891/1562500000000000000,27349906319674214113975023678269/50000000000000000000,7746308790479/100000000000000000000
436395488650293312357/100000000000000000000,3966211114647249267029475308291/25000000000000000000,519714803047080118521967527901/12500000000000000000,5281216250390278911982595071303/25000000000000000000,11193713166812710256424474574187/100000000000000000000,36232775185797131500232538750743/100000000000000000000,40979590353/3125000000000000000
29033575333418470949/25000000000000000000,3838736937748588132483759163719/20000000000000000000,12495314523021627982289045356027/100000000000000000000,19406244093131796306413626104663/100000000000000000000,3064091223464930949583057504209/25000000000000000000,44064813577509074546012538263189/100000000000000000000,844132506097/50000000000000000000
136836324180177415179/100000000000000000000,1528195318458652510137004300149/25000000000000000000,15334110234866305651588585135043/100000000000000000000,1409419940936936724191343381601/100000000000000000000,4933818171649623339665398652033/100000000000000000000,10277671303252872913849838059281/50000000000000000000,123177661131/100000000000000000000
137191485290425414203/100000000000000000000,7016754507966205798669105394157/50000000000000000000,909215665826127875873527852189/20000000000000000000,2555430142792028212607831337961/50000000000000000000,1282754816998014429204561409709/10000000000000000000,22261540298959924178276725075429/100000000000000000000,289054905437/25000000000000000000
346923962223920574491/100000000000000000000,6807721381779394341061899692049/50000000000000000000,769736528458884890754576440079/12500000000000000000,3313471571800745600735220815503/12500000000000000000,1994549250563688826092201453299/50000000000000000000,9004345747917796892223563314967/25000000000000000000,2000341954721/12500000000000000000
18973662966887511417/50000000000000000000,56641467375419632767199572031469/100000000000000000000,1972229797192708032431151404631/25000000000000000000,6104218100772803672765981277271/50000000000000000000,342328400161985289133151469887/50000000000000000000,1089176145387043531822742127941/6250000000000000000,261269610873/50000000000000000000
14406429771621724021/20000000000000000000,5571659688560792624606656055967/50000000000000000000,7879334933719178599220448433687/100000000000000000000,903582362255439408162386485237/12500000000000000000,278177566148576413995783094827/3125000000000000000,23997871487672593343170361075237/100000000000000000000,3994411009/20000000000000000000
185724628517986244809/100000000000000000000,10754304683150561167923097502913/100000000000000000000,90087153501312188183820017871/1562500000000000000,796057116247506132100659502583/25000000000000000000,1196951175804935723919970216837/10000000000000000000,20713650802927818069030224109373/100000000000000000000,1890783687771/50000000000000000000
22580519380842467629/12500000000000000000,5226893250387909976087536654711/20000000000000000000,766961838180214842199019340861/20000000000000000000,1401512879788989369180564381733/20000000000000000000,2971323158365674149757539323247/25000000000000000000,2821646940067859197912299520971/12500000000000000000,4312645972817/100000000000000000000
1984340421729704427/1000000000000000000,4265963134865331535122992398869/20000000000000000000,2597929630158196791382764759707/100000000000000000000,2829444426306542813844511763577/20000000000000000000,1228361938056304218948726373249/10000000000000000000,28544955854079522974878602645501/100000000000000000000,646980795389/10000000000000000000
185898163419042222519/100000000000000000000,21447692533275437711678792879579/100000000000000000000,25694000729763306350552937375449/100000000000000000000,897112072210703806791304560587/100000000000000000000,29322611187858236622266001787/6250000000000000000,1883970206752512966100772860613/10000000000000000000,145956881879/20000000000000000000
374598190736010662153/100000000000000000000,6618737937364578715033123213067/20000000000000000000,672046071488358152086411745681/5000000000000000000,9723676860759484963195821592399/100000000000000000000,1278509410279220746652320652947/10000000000000000000,35939412601842714658461449386459/100000000000000000000,23017693214153/100000000000000000000
149818580174352143427/25000000000000000000,9729291178304971233871478831923/50000000000000000000,4686688978767988652313910307049/50000000000000000000,1080931049148660596150564377183/6250000000000000000,2643877529464824969017477518643/50000000000000000000,1593865453936641168186342799639/5000000000000000000,29243128208687/100000000000000000000
237913505189665066299/100000000000000000000,4614213348799199423410426105281/100000000000000000000,12354514831089269925792155928439/50000000000000000000,20556137395851109334344175812787/100000000000000000000,8860382666916871549584843612137/50000000000000000000,983742767319152084479097284219/1562500000000000000,52017053424463/100000000000000000000
100704455133961658879/25000000000000000000,188272010707956693333222503329/20000000000000000000,8253118681745722835816321652047/100000000000000000000,13716104720860617671191272123839/100000000000000000000,2222245871480058181305274233263/50000000000000000000,2633047767894400556459465205413/10000000000000000000,615398990857/25000000000000000000
40443019007834855871/50000000000000000000,11223449745216378389055396623481/100000000000000000000,4017716153134262541087525680871/20000000000000000000,6038825347784937192826394019029/100000000000000000000,77992802053236219839813689969/4000000000000000000,25994068239738511856653466881531/100000000000000000000,1375205649911/50000000000000000000
165789939498510431823/100000000000000000000,309892749281626090808250354097/12500000000000000000,6006717870180966049718510939563/25000000000000000000,15320779504759097997659599085493/100000000000000000000,2539764153829767908402315368001/100000000000000000000,20213353454078147688718177066259/50000000000000000000,1531053891681/100000000000000000000
225583130469132567927/100000000000000000000,33630883550834388503462676055739/100000000000000000000,20938850499701055266466955630189/100000000000000000000,492612441712004276758562656653/12500000000000000000,4360801548224641732002042180093/50000000000000000000,16563819936525185304287038427917/50000000000000000000,14100344830719/100000000000000000000
11674683771419761253/12500000000000000000,10578366137862798928874413837747/100000000000000000000,9724641252760493772017486477317/50000000000000000000,7247798309125393391063571629081/100000000000000000000,18926984006692738261005723944209/100000000000000000000,22565074583487209199145536240109/50000000000000000000,30174380781/500000000000000000
3142108271118367933/100000000000000000000,3928918117206951628465718634803/50000000000000000000,13638564417562661606176205195771/100000000000000000000,3908265253713247261147091148797/50000000000000000000,8727920986715002842147282020087/100000000000000000000,14741528501805289362848576945987/50000000000000000000,699035820847/100000000000000000000
3742576550324405351/50000000000000000000,1690815547498702702759645364023/4000000000000000000,341821237377322051563772576963/100000000000000000000,441109747808909586596281920549/6250000000000000000,13924558680966983129645658085797/100000000000000000000,6420914938187907662719624258887/50000000000000000000,44946143841/50000000000000000000
11062571405874855337/12500000000000000000,12699864264602607051872758658887/25000000000000000000,4972139820947191613484395491041/100000000000000000000,5282550852462128561107873450987/50000000000000000000,4225209756572246982245059997059/20000000000000000000,4481928021230085378098834804641/12500000000000000000,6064984668423/100000000000000000000
99088818943014039/31250000000000000,18253015343609937049559351147217/100000000000000000000,1420448866211165153664026768881/12500000000000000000,722252413933345457606342251281/100000000000000000000,7037575457348984470127478815709/100000000000000000000,18467890067344762898566262354099/100000000000000000000,1960327866661/100000000000000000000
708087650841847229/160000000000000000,10985810579707335588420773273303/100000000000000000000,7864668619975593074392918671341/100000000000000000000,14112967447451583276646991557129/100000000000000000000,1484868662209386581796059068733/10000000000000000000,1471587429216491928647132887507/4000000000000000000,3002476483727/50000000000000000000
11113450324144917467/6250000000000000000,25956081219475630891068934175451/100000000000000000000,5534596031809278135719658739529/20000000000000000000,7274637945222796506281720958811/100000000000000000000,20376303718913361297937570578033/100000000000000000000,54772181699469367873293386760079/100000000000000000000,19716624635809/50000000000000000000
3298944126867300459/12500000000000000000,3368751528774117705688359762819/12500000000000000000,717641653268191535276560538311/25000000000000000000,6184839013979054871308391283807/100000000000000000000,1626415799713153823576082952719/5000000000000000000,3414360553171363360133914355389/10000000000000000000,2751075552717/100000000000000000000
74060274360437395051/100000000000000000000,4916198997538998087268037611751/10000000000000000000,2549343567713902763407090313093/25000000000000000000,507272110230915217984745425199/6250000000000000000,13314807969283973010654973554703/100000000000000000000,7885562026387814191127496841871/25000000000000000000,1057843399597/100000000000000000000
13079056731292492729/50000000000000000000,2273481991700638486461074726207/12500000000000000000,151754846139142807253794847281/500000000000000000,8825473165260959951513367356671/100000000000000000000,12394610843931468877277566035199/100000000000000000000,24625463733137637798533805248701/50000000000000000000,452387570901/50000000000000000000
11237241950520344657/4000000000000000000,3392614562007769221367829567061/100000000000000000000,1602542988034605970323516573427/50000000000000000000,6521201581227460088795176338437/100000000000000000000,279349169730283588579701246799/1250000000000000000,31464451545351502298095001283021/100000000000000000000,137575285643/6250000000000000000
28386700858423609437/10000000000000000000,7378250788581002695609988484583/100000000000000000000,30255870544068316632899975763/25000000000000000000,11483675758694758408857708138193/50000000000000000000,10741169535554959224150299737447/100000000000000000000,26359478407483859180223345367561/100000000000000000000,32531202073/5000000000000000000
325591398311812712377/100000000000000000000,788231048441009581883540433023/5000000000000000000,16687258719701165923823049599359/100000000000000000000,16504739689559073477454416498383/100000000000000000000,3306281005725628056001610704219/25000000000000000000,9281700161528844358033853276589/20000000000000000000,69461085992389/100000000000000000000
11862302672067556551/100000000000000000000,12992664112023528346488312102789/50000000000000000000,278322811163055154978518518673/12500000000000000000,14431361214976703056753190436867/100000000000000000000,1009428754593870763849358596343/25000000000000000000,8807350518356499367424169497629/50000000000000000000,176019218099/100000000000000000000
140035791000730441219/50000000000000000000,881820692769021462526936653461/10000000000000000000,2266564344778348932026093635777/20000000000000000000,20404478573969940872530984149011/100000000000000000000,82074068245802959564048752357/625000000000000000,11202840886910052847551465865187/25000000000000000000,6383846782283/50000000000000000000
42872186416283378003/20000000000000000000,23072332151656147086440177422997/100000000000000000000,1998669832714944655297817516267/20000000000000000000,297337025205512809387105390417/4000000000000000000,1761316110362989554829595633669/25000000000000000000,24457133363043913499050204427439/100000000000000000000,7772558836727/100000000000000000000
342352402707154034879/100000000000000000000,2937234033785801071601041225939/25000000000000000000,21862785502021636927130547700561/100000000000000000000,5915509766495821589702839418703/50000000000000000000,3842775697697649709063438704153/50000000000000000000,20621197126136522441471523640219/50000000000000000000,34040114852629/100000000000000000000
217670730840419523741/100000000000000000000,17757957130514335478306876511493/50000000000000000000,1789919388586203206344097310873/20000000000000000000,1529811015708486855576597013457/10000000000000000000,23656232150461452926269177121419/100000000000000000000,47707739785218479819493056830181/100000000000000000000,2127653362261/5000000000000000000
28929836575288192663/10000000000000000000,3474408074920441131264808173253/25000000000000000000,5435654001275066631680545761461/100000000000000000000,6810627583101367932406313977751/25000000000000000000,1050197868987693070009542289093/100000000000000000000,1951777037834061066872814419543/6250000000000000000,622598363019/20000000000000000000
114487651370240999527/50000000000000000000,64630079596953222443452107462237/100000000000000000000,29082872152446481956468406185921/100000000000000000000,696733994136842109614410451999/4000000000000000000,8555031430077739510624814459737/50000000000000000000,31756931878040272644217489346551/50000000000000000000,8515897737313/12500000000000000000
207317152137058328879/100000000000000000000,22417862796740750353820428531203/100000000000000000000,21892807924687986256282018510483/100000000000000000000,1111688525988818355443030468097/100000000000000000000,17757125167902399430230813626387/100000000000000000000,9546966500606832477952856779541/25000000000000000000,351657812743/20000000000000000000
61044901786876345053/50000000000000000000,8750258106354188921738005999449/25000000000000000000,9231645547351344439350995433079/50000000000000000000,236509134877258477727927047761/6250000000000000000,13562349161058280181419914882623/100000000000000000000,17539288502920252561574161821949/50000000000000000000,2717557167/20000000000000000000
518604246118849661007/100000000000000000000,12154861040708408900161523506777/50000000000000000000,7132269220227259273366210242393/100000000000000000000,2745039918083439686347889728101/50000000000000000000,19961298412349410080535229137547/100000000000000000000,16220266406831827740066982862417/50000000000000000000,5972235902907/20000000000000000000
