Up to date
A,D,B0,B1,B2,Root,Y
99423406469725816067/100000000000000000000,2580486277227838899284292725619/12500000000000000000,29803398914564824644535422423533/100000000000000000000,1082088029528360843028006485681/12500000000000000000,5952472293851156925857311861429/100000000000000000000,6067205434086109781176719008121/100000000000000000000,-2277067054879/100000000000000000000
110217875659405208109/100000000000000000000,10641190477053054795642944237161/50000000000000000000,7157090922705652692510053187271/50000000000000000000,18656052660615863965530855104473/100000000000000000000,5413702708178937971444032751807/100000000000000000000,61410679104399001654699276809/10000000000000000000,-211729362281/6250000000000000000
54099483308061095989/100000000000000000000,15049290260921121270700729851367/100000000000000000000,4751211469176023794942036448879/50000000000000000000,7994593484547402515702112522411/50000000000000000000,171547891699045428286083278243/10000000000000000000,1009833885725268548974749990881/100000000000000000000,-75688442539/25000000000000000000
159658929195040211911/50000000000000000000,25608531005229739458199530827/6250000000000000000,1774836134054927052185739224533/100000000000000000000,26698548160551432454706017285277/100000000000000000000,7390532245514808692610667044371/50000000000000000000,746966040641979570053/100000000000000000000,-7331971685590061/100000000000000000000
2333055299777698477/12500000000000000000,3644891563120958276083998393193/20000000000000000000,936365300270990332092100438453/10000000000000000000,809931575643508155005981986963/6250000000000000000,5622788368639597495454979989617/25000000000000000000,26523565575345576970864652757/20000000000000000000,-9677374639979/100000000000000000000
4564473440328143397/6250000000000000000,11409787433079211596501009124967/50000000000000000000,5832130558983132995405650884779/25000000000000000000,1535681522829660524252787469/5000000000000000000,15866133985017451342859513987861/100000000000000000000,4417524130179796884136923811969/12500000000000000000,-29648141261/100000000000000000000
142869834187569629947/50000000000000000000,13948319943857280306453434002859/100000000000000000000,4663874034440570768279428903803/50000000000000000000,16368353614571273897173178625881/100000000000000000000,759625487168502789654285154409/6250000000000000000,618797448833341078647545859/10000000000000000000,-63053628999553/50000000000000000000
134378189355710004527/50000000000000000000,4024073680307363089078736485411/20000000000000000000,891245786124326260586594074477/12500000000000000000,1157236640453899723409856059723/12500000000000000000,8039590258213144588468774699673/50000000000000000000,2008888188542945439321680679/2000000000000000000,-1144137613529/10000000000000000000
41227348711007260393/100000000000000000000,22375240034527758126814995569847/50000000000000000000,18101380352372109134116800526091/100000000000000000000,78252203221154388665458046699/5000000000000000000,24307979984378055065830181559/6250000000000000000,-129937047435906107628955957658233/100000000000000000000,-28673916643/100000000000000000000
5233587742552222093/25000000000000000000,10316425407582313202257431787079/100000000000000000000,7601672865836615685410819443493/50000000000000000000,1547218315261926191369176950451/100000000000000000000,1883855611670459918623775590067/12500000000000000000,11700611567240182347925490009/3125000000000000000,-211255673883/25000000000000000000
102972661550409709301/25000000000000000000,69360257612428565488092105069/25000000000000000000,81890520989384493320747597649/12500000000000000000,23697207307010825061213534908277/100000000000000000000,6260551496939154091729384592927/50000000000000000000,3700367144949224129/2000000000000000000,-1991070393230343/12500000000000000000
86493459852064548629/25000000000000000000,29899626384007471098344586969931/100000000000000000000,3068798090284457296317499099289/25000000000000000000,1187198609774087335423378239293/50000000000000000000,2704127597849574654641720540173/100000000000000000000,26372401581173953113863453742273/100000000000000000000,-62703586919/20000000000000000000
214191528548630364193/100000000000000000000,28578466879689495969453298139229/100000000000000000000,871378571724774366649846183733/50000000000000000000,161925527953240186874093180939/20000000000000000000,114121361416605084794136689211/12500000000000000000,-14235859187726171950376872029783/100000000000000000000,-335152267357/50000000000000000000
1242780667918019081/6250000000000000000,33296720175125506428115870197897/100000000000000000000,5069207352878059390629789199689/50000000000000000000,13063410367719749332568783262537/100000000000000000000,244173169192205190814010736971/1562500000000000000,5696246564587696033427515192637/100000000000000000000,-167942702113/50000000000000000000
209423154194022971/100000000000000000000,1983801431973076280811012914341/12500000000000000000,1833328097016704261536737632107/12500000000000000000,4204058860551239662110950116851/50000000000000000000,15130062224026174214309920378849/100000000000000000000,141048872634677600787606771949/12500000000000000000,-358591189849/50000000000000000000
325087406548899984611/100000000000000000000,14948724742139630477002471772541/50000000000000000000,19427452374836003663369770178959/100000000000000000000,7182165227360795768352641421707/100000000000000000000,3016562074854390970924850531673/50000000000000000000,3360908757799404692443149956479/20000000000000000000,-5924209130853/100000000000000000000
277190389907855718059/100000000000000000000,46393234932597115281084925389/390625000000000000,680988838102789553374842767833/25000000000000000000,9312103357828312795133173878053/100000000000000000000,34586173442236351059507788273583/100000000000000000000,949991194135533092848750489/100000000000000000000,-46953259037581/10000000000000000000
45185103670072959683/50000000000000000000,21614412508975471390760547287187/100000000000000000000,8420913795225645926905742405629/100000000000000000000,59677912638726725358532064313/10000000000000000000,442253978065982811062944343003/2000000000000000000,1029255843787243310030559238219/25000000000000000000,-1090637956567/100000000000000000000
73467187352190009369/20000000000000000000,517821370173273603545529684553/20000000000000000000,7701230972544290173605863112973/100000000000000000000,2814275082002727640376516559763/25000000000000000000,10406184682332030398496567810353/100000000000000000000,3749910589786199206981499/50000000000000000000,-5421726266761/1000000000000000000
17378525590975378577/10000000000000000000,2107717379808396851699211584381/20000000000000000000,213795724018199614411288015083/1250000000000000000,4852659207165559309491664123101/100000000000000000000,7338137607715424097061678986331/20000000000000000000,175091882019182894886570981/10000000000000000000,-53317816457147/100000000000000000000
271667765320964648079/100000000000000000000,11670981412294258500389746201471/100000000000000000000,2339775550476788727256009532757/25000000000000000000,76569201302200948529194540609/3125000000000000000,13226989138995310882392262320849/100000000000000000000,34139527607444967368197834281/50000000000000000000,-874137685587/20000000000000000000
289824115782457251903/50000000000000000000,4645209535321829279067289011/1000000000000000000,7859517209759864385626815655837/50000000000000000000,3698489605756051585890864732053/100000000000000000000,8591043907885809590634876253947/100000000000000000000,29318938618343929144813/100000000000000000000,-103949840664837/10000000000000000000
3878593126640500169/2000000000000000000,1997739720498253091080436723423/25000000000000000000,9499009237173494525533637000493/50000000000000000000,2018666301347326934407660328099/100000000000000000000,990552397781682334137146634249/50000000000000000000,4018062880160551947433173124243/100000000000000000000,-67548366831/100000000000000000000
287620632365269361857/100000000000000000000,1098799661920868496892460058827/4000000000000000000,45629422483396551105306989617/12500000000000000000,4719650441757221936718469539847/100000000000000000000,9279286361568819181136818009813/100000000000000000000,-228412348203097044387627585913/50000000000000000000,-4300965013851/25000000000000000000
14418930380138676077/5000000000000000000,23126512320012224928843924679183/100000000000000000000,10338266168066714919287958176173/100000000000000000000,24965433120937938953148043485339/100000000000000000000,1756086580943948996738083769737/25000000000000000000,83933388947785978270002374353/100000000000000000000,-29729336802857/100000000000000000000
12483557070074431417/4000000000000000000,7134696660976394418327057809463/25000000000000000000,9282430960654513364945166238919/100000000000000000000,872932786058855563357780852687/50000000000000000000,1603869833204712074015216912307/20000000000000000000,19502693106972419089391661507883/100000000000000000000,-1219783240229/25000000000000000000
1625096989991585219/3125000000000000000,27475343406559993094315388771301/50000000000000000000,27503781638281081343693393963313/100000000000000000000,2159446387582175973609391676771/25000000000000000000,13037111238972900839240868810407/100000000000000000000,1769802212850654961187248015257/5000000000000000000,-5383605702713/50000000000000000000
93871982374252186597/25000000000000000000,1793741350590068980217865454241/10000000000000000000,1247077362109073888739945722459/10000000000000000000,2409165847632146250698105584897/100000000000000000000,9079688688364294531020021414803/100000000000000000000,81701851853762065711427827509/1250000000000000000,-306775155811/4000000000000000000
143888700958556531389/100000000000000000000,16398121611146915364327549007807/50000000000000000000,13399070363257367106626290469867/100000000000000000000,3900518138757241086545818290157/100000000000000000000,2915330611465695137887341350281/25000000000000000000,8877923928611816554359774979623/50000000000000000000,-3737353258623/100000000000000000000
345012737256422682133/100000000000000000000,600614075243774986367697493317/6250000000000000000,2001138211270275819852265632049/20000000000000000000,2670119648611574159500710509779/10000000000000000000,13101651625464284910908942646687/100000000000000000000,319926347458706260829546517/100000000000000000000,-728006856518071/100000000000000000000
9900302713362213191/3125000000000000000,55478975605261303799441867044553/100000000000000000000,6359603925772915602096819641433/20000000000000000000,12625611175909239078438611630461/100000000000000000000,4617921681192951229211351096981/25000000000000000000,24452389458094572805042438489959/100000000000000000000,-14016356030293/50000000000000000000
35989745539527424189/100000000000000000000,6125067776280313675877023242589/50000000000000000000,2479620876225285679701980947/50000000000000000000,14933661197670772741720454270757/100000000000000000000,7723815761182773181873238903531/100000000000000000000,63431934277686439149049800217/100000000000000000000,-7379741362037/100000000000000000000
9311452134173526989/50000000000000000000,15804679143232288859753435489639/25000000000000000000,5752558681753774569510000840051/100000000000000000000,2412295818472277608251158613571/50000000000000000000,3218502775134536358731637933861/100000000000000000000,-68312682113863778586719150659199/100000000000000000000,-312016479141/100000000000000000000
275234603758462356379/100000000000000000000,50175263860649360950081185446601/100000000000000000000,6517054432612958239244675565559/25000000000000000000,777141725781778673835465078869/12500000000000000000,1914092660361034096105351308857/25000000000000000000,37400898183603637983373519486199/100000000000000000000,-3767627068631/20000000000000000000
5224114960343151543/1562500000000000000,18800501675844175253431519563987/50000000000000000000,12221055196500581622928534204269/50000000000000000000,1510479500522492752516917565021/12500000000000000000,7646686165964231118734610674597/50000000000000000000,5120311226943692684888709507539/50000000000000000000,-27174656870443/100000000000000000000
167662749205520906917/100000000000000000000,23337478480266674661173955005231/100000000000000000000,7624900644176815542768416428067/100000000000000000000,1437935579474401790676801235801/10000000000000000000,3307193681418733133917082340821/100000000000000000000,5987699553445452848490672810327/100000000000000000000,-4332435618543/100000000000000000000
6285561636746778673/100000000000000000000,6254971414746847535669497594067/100000000000000000000,9926643987136008006560391544873/100000000000000000000,667687977071161724060630105161/100000000000000000000,1005805240787056281264455382961/100000000000000000000,1878765652412067049683607840011/25000000000000000000,-446821803/2500000000000000000
7856137882744977627/20000000000000000000,30374412406156219790077453511683/100000000000000000000,13410121114299828509918234264641/100000000000000000000,2977958382057622541787576944179/20000000000000000000,8134132238929058516156330188321/100000000000000000000,1920392829597294538949694507781/25000000000000000000,-364973494599/10000000000000000000
131644901279176486939/50000000000000000000,23514671810663763387697512217053/100000000000000000000,24729595375856943122546974428099/100000000000000000000,967072314947828366258730837917/6250000000000000000,230505920323926996340233541041/100000000000000000000,1139843792167745371685965868787/10000000000000000000,-1554161604539/100000000000000000000
42305686284405252403/50000000000000000000,8444703454079823431030961490521/50000000000000000000,868093539323396865725299281577/5000000000000000000,2522794643738082172787588899589/25000000000000000000,16381187029879435018896062596833/50000000000000000000,1493392349446693777641587583/10000000000000000000,-14628298063549/50000000000000000000
103477459924662685539/50000000000000000000,8725125315940174660404277934483/25000000000000000000,365117982157826456958214445421/2500000000000000000,227099103288547735081686077481/10000000000000000000,489189070548764863837367823167/2000000000000000000,4712014406798062957597928301517/50000000000000000000,-9446525584191/100000000000000000000
6328063769298579079/3125000000000000000,4215272800734124088676035593121/100000000000000000000,163188470327836585278190682033/800000000000000000,5903322213854838872066702436981/50000000000000000000,1150713144590100816214154819453/10000000000000000000,16418746267235630143919677/20000000000000000000,-141756381957321/50000000000000000000
240584308582151860637/100000000000000000000,30080791059506660327348674093207/100000000000000000000,1091891902857480529122618740419/100000000000000000000,2175893518298089064325066568551/12500000000000000000,3054480222690470320596193604453/25000000000000000000,184735289647472979613899022303/12500000000000000000,-1157110344429/20000000000000000000
74753279452509978697/100000000000000000000,56765048261796890527086495574279/100000000000000000000,19587140263992323683687750751439/100000000000000000000,8577877033523500321101437213313/50000000000000000000,4604769117304421963228884253693/25000000000000000000,4243863224243172552526081349127/20000000000000000000,-1388222831029/100000000000000000000
207903230846128933509/50000000000000000000,8607929434087807889166370002689/20000000000000000000,17565086876415773712556497249853/100000000000000000000,8124307819275261907396059149943/100000000000000000000,8872165751238747268506251486277/50000000000000000000,1077690309221710907592825773437/6250000000000000000,-1654979042159/12500000000000000000
18685291039252613313/12500000000000000000,48330331763083711124172583057361/100000000000000000000,5297180599659774983192181559283/25000000000000000000,456961646063068699777262856543/100000000000000000000,11892252514181233086622332250379/100000000000000000000,10474966544179353476682777959321/20000000000000000000,-1381112348529/50000000000000000000
347180462861995418157/100000000000000000000,204797473518328518897994068559/100000000000000000000,2044106633677882438282258442329/25000000000000000000,227588029180593367688300705427/100000000000000000000,15382797522239571581890057597527/100000000000000000000,805324633687299687971/6250000000000000000,-28044779095639/100000000000000000000
271245668092303009063/100000000000000000000,2818385944345078436786631758681/10000000000000000000,2998362861469930507073855302123/25000000000000000000,30875535831035962188500676167/625000000000000000,6076564268461033950854028758931/50000000000000000000,5590574375074567560228157676083/50000000000000000000,-3136815292791/25000000000000000000
7844126803065859443/6250000000000000000,12402092157325644419142454914743/50000000000000000000,5643024513944778179340640143463/25000000000000000000,9758599309869196801103997608339/100000000000000000000,171544717080689720939708875943/3125000000000000000,9626459088734590448676301268913/100000000000000000000,-331214375821/12500000000000000000
68766944129040623611/25000000000000000000,28005990245782017678135450530641/100000000000000000000,419013923965373714399297395571/4000000000000000000,2752657613225595122611460806371/100000000000000000000,1838690116088190592517724426411/20000000000000000000,102631516210058395602472172317/625000000000000000,-241652470993/20000000000000000000
80218970235009386297/100000000000000000000,427876611285464512114638961919/2500000000000000000,40878431720111209591240361833/10000000000000000000,1764993636664889317288809885717/12500000000000000000,4239742002449391214295019255449/20000000000000000000,5154615857477727503590518343/20000000000000000000,-42061667697631/100000000000000000000
4215228668722161711/1250000000000000000,19911312040077820970096194961031/100000000000000000000,22938342785866905162506686211327/100000000000000000000,672068903039209121662159854009/20000000000000000000,5868992703616478321360827561519/100000000000000000000,5382231658803787744335951639229/50000000000000000000,-9163674081583/100000000000000000000
24863954694407080553/25000000000000000000,20908694120503482833773622780589/50000000000000000000,6151002358967286870640625219369/25000000000000000000,309542598163709463362718424631/3125000000000000000,5829177963823522902842549692313/50000000000000000000,4095951204093722449580523527299/20000000000000000000,-7351756583199/100000000000000000000
176074700185896774811/100000000000000000000,1754281181218960028190446276881/5000000000000000000,13070501740096312363320926809907/100000000000000000000,21756827389225175503071919766603/100000000000000000000,13394539211976543646089606002861/100000000000000000000,1650573264195253702667491357671/100000000000000000000,-4144775142187/50000000000000000000
44496330870588793169/20000000000000000000,7714718077634159696619132009571/50000000000000000000,4893274340567839252815890832561/100000000000000000000,5669960793762087892988769744769/100000000000000000000,4876901949086105760462496468927/25000000000000000000,31478461694789450634963885783/100000000000000000000,-146125836263/25000000000000000000
26397866438480691869/50000000000000000000,10672103094885692190546426498673/100000000000000000000,14517824197059321105220037523627/100000000000000000000,28007204667818396411229015415667/100000000000000000000,265819943550555261941809320239/100000000000000000000,243481139076881734767440052209/100000000000000000000,-322629415631/50000000000000000000
19544490057919216677/25000000000000000000,23517541084358763735738063998967/50000000000000000000,21973731051125756811320644467253/100000000000000000000,4514339023652875713251799445167/25000000000000000000,1899325955971246779958668939423/100000000000000000000,32544065832129869552316507088863/100000000000000000000,-2162603508637/50000000000000000000
6719286374809757801/5000000000000000000,26241308550174477531286301993571/100000000000000000000,2459907019370751334135152397379/12500000000000000000,578550389529150924670901656847/100000000000000000000,5501216194593059460499781515389/20000000000000000000,218953223028672339270236537621/5000000000000000000,-236628380313/100000000000000000000
5214378910064190981/6250000000000000000,4770434575448156058073452693907/20000000000000000000,555163778077858855792107183109/10000000000000000000,5742127049021585157379976721479/50000000000000000000,217992364463529536804729729397/1562500000000000000,116226070218591950244649147083/12500000000000000000,-1678653661637/100000000000000000000
11629322361611054143/12500000000000000000,26157859691212262004288612805841/100000000000000000000,4338573045975294780859505583013/20000000000000000000,7582243794519059868908459926101/100000000000000000000,4358739903781835960242761177151/50000000000000000000,9874428527310978117908145571763/100000000000000000000,-6851481999089/100000000000000000000
52716292261505793871/25000000000000000000,10576479494675976205154378856923/50000000000000000000,1089162404455662378159858760173/6250000000000000000,7488162907482950878346419335173/100000000000000000000,7482967722492003190562063487751/50000000000000000000,105616239316816303300326522943/20000000000000000000,-3111323924763/50000000000000000000
68307404181070244143/100000000000000000000,24750098330736460398768180693/6250000000000000000,4963221513269883157485487930233/100000000000000000000,864878111286873780082075868747/25000000000000000000,8320092996917044585548659303549/100000000000000000000,15043576079985402658479/10000000000000000000,-13391768652893/12500000000000000000
286165251186416709657/100000000000000000000,2813619491791035132190827819429/10000000000000000000,7836303648439499917877673010849/50000000000000000000,4107363088893468093080130691913/12500000000000000000,872941068116761452556226975861/12500000000000000000,107502073877062860060545056037/100000000000000000000,-889543688517/50000000000000000000
3604813883815809577/1562500000000000000,27145692573203181317556350576501/100000000000000000000,11841392120601970531097697958513/100000000000000000000,2466183929552285972238962193543/12500000000000000000,894321378668567404192615313539/12500000000000000000,71390130891209004885088762259/5000000000000000000,-123839340531/12500000000000000000
403342458016912792669/100000000000000000000,48045959779031251849995533158379/100000000000000000000,4013546529895594172787019572103/25000000000000000000,463009056862159278869269481739/20000000000000000000,4032652379250939776927849416293/25000000000000000000,30737970465277747303576921506167/100000000000000000000,-974049771577/100000000000000000000
183377451469632205909/50000000000000000000,32051240996204950028499458933087/100000000000000000000,18335100785658252820024148398131/100000000000000000000,10834125216582421741761855364867/100000000000000000000,10216702809845752093587209911007/100000000000000000000,11000889098337240557024912556789/100000000000000000000,-1707126530457/100000000000000000000
61653468627868399567/100000000000000000000,1455618310147570387412278622471/20000000000000000000,148815306583771925502079688659/1250000000000000000,3223431066548700208860657551701/100000000000000000000,14373646176472800831299970313001/100000000000000000000,195504092841569983260101303/1562500000000000000,-430178101403/100000000000000000000
238387911723781495633/100000000000000000000,932775462564201886190314392123/50000000000000000000,6339485450174381392306255636791/20000000000000000000,5228631135796229805959704921639/25000000000000000000,2134425466770165612995173442409/20000000000000000000,524806808983665100149037/50000000000000000000,-684137069049309/100000000000000000000
235442672667471147957/100000000000000000000,15628497767340311970292263262389/100000000000000000000,791645222592152129525069261571/100000000000000000000,10554969936867111369015771826173/100000000000000000000,18012310051425347777796857411481/100000000000000000000,13851786955128727938675488491/100000000000000000000,-18899880226677/50000000000000000000
106908906422566902311/100000000000000000000,9572754045990585374988953153523/25000000000000000000,127508528084333472531568612657/3125000000000000000,17342247683032247332282742286011/100000000000000000000,1164931948382960127834158581273/6250000000000000000,3453938717643306450759872787787/100000000000000000000,-1612742207/4000000000000000000
15349487363483504799/6250000000000000000,10159034488959429946378427259953/25000000000000000000,18826771868412740816427241100159/100000000000000000000,797118708797103132205351357759/10000000000000000000,8331865623130974625935882413819/50000000000000000000,3220109695159741255352321050251/20000000000000000000,-6816504426417/20000000000000000000
69402176384222517831/20000000000000000000,4753735303905427983614636699/9765625000000000,255447511678242866377526707623/10000000000000000000,6235434165636442124211884221/625000000000000000,516229586750275809910566998653/12500000000000000000,-10132850351179578817617908363411/100000000000000000000,-1889776357119/50000000000000000000
325428450950704810293/100000000000000000000,26036093737320073377425543320067/100000000000000000000,2324440107804275911985775890789/12500000000000000000,2535448074436862326140989005673/50000000000000000000,3004193016751989130267169036603/20000000000000000000,6067056087781372635213612769449/100000000000000000000,-2975254543663/50000000000000000000
1866313417562736531/20000000000000000000,800799074714235112421718448341/3125000000000000000,553273893352048699800045169541/100000000000000000000,3038187618143235427470046739913/12500000000000000000,5246973070878068980912956420177/25000000000000000000,102697922521798009302251955059/25000000000000000000,-243727738029/50000000000000000000
62747101846513591617/50000000000000000000,6998826513913685565035693358797/100000000000000000000,13922697106038156190761466797271/100000000000000000000,2197240277232128945462101052133/12500000000000000000,1735842505492549257360709641559/20000000000000000000,110392809706515326565628831/12500000000000000000,-83661096959483/100000000000000000000
98785897852399415147/100000000000000000000,7578705122189730055738774360711/25000000000000000000,5433628804620869117282279490011/20000000000000000000,1983949406265062809692614145381/20000000000000000000,416587603476266405999292980529/25000000000000000000,1048731971278499589420570353697/5000000000000000000,-572126860697/50000000000000000000
3170628276947397451/781250000000000000,14876952695785707507583785961583/100000000000000000000,6826831050342838613937098210393/50000000000000000000,1808986673883126977683158317211/12500000000000000000,16007331267173445859363305071/5000000000000000000,1865125019061905333917258540797/100000000000000000000,-540119095433/100000000000000000000
75869012378027779321/100000000000000000000,5878803748412918729992181774717/10000000000000000000,9594118128706120272172270891659/100000000000000000000,10358036581738020106839493168547/100000000000000000000,4902330420205220381623357365157/50000000000000000000,-5192976337411643232248094679517/100000000000000000000,-27346431089/4000000000000000000
149128883932600039723/50000000000000000000,51665069401075918200414599656209/100000000000000000000,573994069387834036214096408179/20000000000000000000,303651303025654020099422228947/25000000000000000000,447298735287540578795070187861/12500000000000000000,-3194309309460243530371931942873/25000000000000000000,-2431081331671/50000000000000000000
1884093190560866081/1562500000000000000,21935371314570795174126730394183/100000000000000000000,142294375937189097324469409751/50000000000000000000,1738681360115758125354371826049/100000000000000000000,5623087514865685521294923194421/100000000000000000000,-862089119329800563720146657171/50000000000000000000,-1742207395333/100000000000000000000
386526650743849941047/100000000000000000000,1121195668440187080477820687929/50000000000000000000,9914475242687146325968045703677/50000000000000000000,2730937388479746745024180288519/25000000000000000000,4734439231235350461727758917091/50000000000000000000,954777432350959650129109/20000000000000000000,-93901455073073/25000000000000000000
19697931533104412267/50000000000000000000,1975480984221839372454855019049/12500000000000000000,1204834506135357475108982739119/100000000000000000000,7065989712960517670855944225047/50000000000000000000,25863736181830899892888168433/20000000000000000000,5465194748795851365850076830491/50000000000000000000,-217212382971/100000000000000000000
34546677043098408037/6250000000000000000,6083479039637949504618437323947/50000000000000000000,784150254542754354002847690717/2500000000000000000,2365980171108871542908221572013/100000000000000000000,3873655933560257980061086957327/25000000000000000000,25573981362315263774248873791/100000000000000000000,-127579244889/50000000000000000000
1116279504238275871/2500000000000000000,933223979042604893720761436519/100000000000000000000,19673744198449793193735560879/160000000000000000,5468606710773307407115382395113/50000000000000000000,2102485130936280022280587093337/50000000000000000000,3546431059685460148448933/100000000000000000000,-43026698152867/100000000000000000000
42285035556343617817/50000000000000000000,6946464162185592518771313912749/100000000000000000000,25096128105956721432935622725877/100000000000000000000,375314716823178181039639323573/5000000000000000000,4296810173048874449803612289147/20000000000000000000,523936056790915782020962677/50000000000000000000,-26585599486399/100000000000000000000
354809122208610960851/100000000000000000000,697152628607310754652128878473/5000000000000000000,272740794458001261444441946639/1562500000000000000,2344628770303843868319149267653/25000000000000000000,6466089739035572871194318112731/50000000000000000000,14128335272282024340123126363/100000000000000000000,-3025777518031/25000000000000000000
309293034484869889761/100000000000000000000,16875914448079057565396665188891/100000000000000000000,4203306874360322936057793013161/50000000000000000000,478162373109515788404953772249/5000000000000000000,12832977362109907068569883922961/100000000000000000000,12693010825372163595728166979/25000000000000000000,-3170233317593/10000000000000000000
80455401659883629843/50000000000000000000,40914690051788798896788739454447/100000000000000000000,8884904615854112925504371378089/50000000000000000000,6701808585300482405079713784621/50000000000000000000,6555089424625289210183714451709/50000000000000000000,36007603670853736178417645853/250000000000000000,-3312029063771/25000000000000000000
22550901582486920017/4000000000000000000,1355585380770156246068874649499/100000000000000000000,292711324198987777561051080101/6250000000000000000,12964763987687649477492199848293/100000000000000000000,343270657836038283250325490641/50000000000000000000,375099174137959806724893/5000000000000000000,-44089823542677/100000000000000000000
24145955975695076549/6250000000000000000,30711197806695105169461820299783/100000000000000000000,7162021032598848705102722650523/100000000000000000000,8318364042881164984431088716011/50000000000000000000,1754590469876789051497676739661/12500000000000000000,520862412375629123991576750409/50000000000000000000,-1029880478881/25000000000000000000
371494276609640875501/100000000000000000000,2673121660490023572758764834931/50000000000000000000,3489543269137725781403660021947/10000000000000000000,2556968613160352346477111873073/100000000000000000000,1466772343096694627345806812109/12500000000000000000,69824423824221906006407593/6250000000000000000,-11489965874829/50000000000000000000
64603145692098376439/100000000000000000000,23700221991551776486493735445997/50000000000000000000,2640078292502038254010189142949/20000000000000000000,163607096879633641456249295873/6250000000000000000,6644287154905417560514146249253/50000000000000000000,-8308888606355477689602441409821/100000000000000000000,-5710726317457/100000000000000000000
5079675819887008949/6250000000000000000,24964510492114955161492513478979/100000000000000000000,2135338217724128969987357564339/12500000000000000000,644988509103580803857006284781/5000000000000000000,5523765034685222204909088453971/50000000000000000000,32584412816683560947871655689/1562500000000000000,-4698498230573/100000000000000000000
419675146301748299313/100000000000000000000,25282374954297690747338038888671/100000000000000000000,12381149215102777637050141681093/100000000000000000000,8221264371893217486031502413477/100000000000000000000,9289771999332022427098088588509/50000000000000000000,81386798732516886022722362307/20000000000000000000,-15812285576761/100000000000000000000
337452829936295459673/100000000000000000000,9421584721715051591349439711989/50000000000000000000,1453366089973367708536949597693/50000000000000000000,12561749147271175592033385323601/50000000000000000000,2497885241688559115238614358917/25000000000000000000,12379810399796565719574877043/100000000000000000000,-8702742912041/5000000000000000000
42490160140363514553/25000000000000000000,56327364141972132311795717288717/100000000000000000000,357665423575640528012226180851/2000000000000000000,4995156131312886247328938958893/50000000000000000000,1315238024735796550306989866933/25000000000000000000,-1780500985232993187966724271669/50000000000000000000,-173222283513/1562500000000000000
30565938060786559837/12500000000000000000,13824730094792570159722686686537/100000000000000000000,5444369050418594950915657084109/20000000000000000000,4996457190837670570283042528829/50000000000000000000,11233102184786770060845723882549/100000000000000000000,11955389032348568073506711699/50000000000000000000,-403042579611/4000000000000000000
66068044572165187537/25000000000000000000,14628322270139086715825888027353/50000000000000000000,18642443461557102990412143306579/100000000000000000000,270002376096965397268555620327/2000000000000000000,2935947245210959739185597733299/12500000000000000000,4523323548255042011874241971/3125000000000000000,-16253641458189/50000000000000000000
144410152308806823273/100000000000000000000,1987863461824693175496092141847/3125000000000000000,8487289725657699807033669854643/50000000000000000000,4281070026161329450420345219267/25000000000000000000,1581482370857802796278850681407/100000000000000000000,-10650187319732961044967550959977/100000000000000000000,-8338611526731/100000000000000000000
184312542473607117793/100000000000000000000,1487125042573573243124255769287/20000000000000000000,3748780575583900773711466154869/100000000000000000000,1425610617488195174710854448773/50000000000000000000,7990702438088072938331380079929/100000000000000000000,13932357181810728134872401253/50000000000000000000,-2757062344851/100000000000000000000
973866852615601131/20000000000000000000,51685871254681176844502382727029/100000000000000000000,16814402369884748342381931867037/100000000000000000000,6011180204159641837686406236323/100000000000000000000,15091855580137837382746342768159/100000000000000000000,10728039327574307307160060244129/25000000000000000000,-10707861657/781250000000000000
143052655791641880533/100000000000000000000,7666327713249749550694909197541/25000000000000000000,18936346851143223818007827982653/100000000000000000000,15016657897618357197744226448229/100000000000000000000,3431790790862610891705002450051/100000000000000000000,12716802236551906395058494290199/100000000000000000000,-2591629023083/50000000000000000000
12654864900058625457/20000000000000000000,12733903344864954117175301506481/100000000000000000000,353482106645915316593753154079/20000000000000000000,6239595443943667467511978590961/50000000000000000000,12754423345496572821334036545993/100000000000000000000,6745987013874300829155948091/25000000000000000000,-13902987811601/50000000000000000000
367123299189605679331/100000000000000000000,18994717269925170343237959245103/100000000000000000000,140380951299104554833208735049/12500000000000000000,1597621737361650506303696019891/25000000000000000000,180290169214670652770561912671/10000000000000000000,-192004569552572603771809868259/50000000000000000000,-6742221286239/100000000000000000000
182081750644030965881/100000000000000000000,1571844749180304076887864064223/4000000000000000000,6814928355768053846594019090561/50000000000000000000,5574975862985487638799785023407/100000000000000000000,15801840367562599490259671003353/100000000000000000000,455951762792728754001196002663/2500000000000000000,-3798823768597/100000000000000000000
25824395470024289637/100000000000000000000,3853985263031273209280159245001/20000000000000000000,4065015701962274090198276867083/100000000000000000000,2614347311413664748501401388349/20000000000000000000,558944779063702286289484740081/20000000000000000000,4808909657643999572712298800281/100000000000000000000,-132869893739/20000000000000000000
82196068840584987171/100000000000000000000,21549043985922612076267004567753/50000000000000000000,1817570270129014015889277428207/10000000000000000000,7625722357215964482671321531317/100000000000000000000,11308402682959790186387067783937/50000000000000000000,13404171359970118695984649547901/100000000000000000000,-7408560931487/100000000000000000000
376431746541388900787/100000000000000000000,9061127340056481115562622629749/100000000000000000000,365459590266051357223769204069/25000000000000000000,6074471919383126597119960291977/25000000000000000000,14106186999851354630060150707347/100000000000000000000,243507403558128683187655817/100000000000000000000,-579661653070237/100000000000000000000
